country,year,iso_code,energy_per_capita,fossil_share_energy,coal_share_energy,gas_share_energy,oil_share_energy,renewables_share_energy,low_carbon_share_energy,nuclear_share_energy,biofuel_share_energy,hydro_share_energy,solar_share_energy,wind_share_energy,log_gdp_per_capita,log_population,log_ghg_per_capita
Algeria,1965,DZA,2008.151,95.513,3.288,30.009,62.216,4.487,4.487,0.0,0.0,4.487,0.0,0.0,5.539784194414009,16.330455587534757,5.248535617225034e-07
Algeria,1966,DZA,2369.538,96.687,2.657,25.931,68.1,3.313,3.313,0.0,0.0,3.313,0.0,0.0,5.490795050473209,16.34841515343759,5.248535617225034e-07
Algeria,1967,DZA,2193.791,95.958,2.147,26.579,67.232,4.042,4.042,0.0,0.0,4.042,0.0,0.0,5.571368395544789,16.370881030193562,5.248535617225034e-07
Algeria,1968,DZA,2303.651,94.829,2.115,26.032,66.682,5.171,5.171,0.0,0.0,5.171,0.0,0.0,5.681663691304252,16.39364658782998,5.248535617225034e-07
Algeria,1969,DZA,2488.824,97.004,2.432,30.924,63.648,2.996,2.996,0.0,0.0,2.996,0.0,0.0,5.758635397731326,16.416415095424153,5.248535617225034e-07
Algeria,1970,DZA,2666.842,95.605,2.633,26.547,66.424,4.395,4.395,0.0,0.0,4.395,0.0,0.0,5.868863951937701,16.438995914147874,5.248535617225034e-07
Algeria,1971,DZA,2818.154,97.689,0.674,27.851,69.164,2.311,2.311,0.0,0.0,2.311,0.0,0.0,5.8891887994598,16.46160677070042,5.248535617225034e-07
Algeria,1972,DZA,3094.737,96.914,0.522,28.793,67.599,3.086,3.086,0.0,0.0,3.086,0.0,0.0,6.152801824223613,16.48461388041711,5.248535617225034e-07
Algeria,1973,DZA,3605.058,96.067,0.504,33.623,61.941,3.933,3.933,0.0,0.0,3.933,0.0,0.0,6.381003374095736,16.508183330121437,5.248535617225034e-07
Algeria,1974,DZA,3892.628,97.653,0.376,35.149,62.128,2.347,2.347,0.0,0.0,2.347,0.0,0.0,6.772956322899403,16.5324189425887,5.248535617225034e-07
Algeria,1975,DZA,4488.278,98.704,0.397,40.52,57.787,1.296,1.296,0.0,0.0,1.296,0.0,0.0,6.9010377790440876,16.56780409412071,5.248535617225034e-07
Algeria,1976,DZA,5003.443,98.683,0.666,41.066,56.95,1.317,1.317,0.0,0.0,1.317,0.0,0.0,6.986001822600849,16.613348140499006,5.248535617225034e-07
Algeria,1977,DZA,5301.653,99.171,0.787,39.818,58.567,0.829,0.829,0.0,0.0,0.829,0.0,0.0,7.117609393979828,16.649661168531328,5.248535617225034e-07
Algeria,1978,DZA,6475.234,99.387,0.318,50.878,48.191,0.613,0.613,0.0,0.0,0.613,0.0,0.0,7.317840312202879,16.678107474746906,5.248535617225034e-07
Algeria,1979,DZA,8235.484,99.456,0.564,54.903,43.989,0.544,0.544,0.0,0.0,0.544,0.0,0.0,7.5197597003777155,16.70791408375479,5.248535617225034e-07
Algeria,1980,DZA,9520.169,99.597,0.42,61.795,37.382,0.403,0.403,0.0,0.0,0.403,0.0,0.0,7.730520109760936,16.739055022363363,5.248535617225034e-07
Algeria,1981,DZA,11195.568,99.527,0.243,66.129,33.155,0.473,0.473,0.0,0.0,0.473,0.0,0.0,7.74428397658191,16.77149614406475,5.248535617225034e-07
Algeria,1982,DZA,12485.321,99.464,3.915,65.078,30.47,0.536,0.536,0.0,0.0,0.536,0.0,0.0,7.730123307912238,16.804837712468796,5.248535617225034e-07
Algeria,1983,DZA,13180.546,99.759,3.198,65.227,31.334,0.241,0.241,0.0,0.0,0.241,0.0,0.0,7.77268092758255,16.838764511691206,5.248535617225034e-07
Algeria,1984,DZA,12231.915,99.517,3.693,59.686,36.139,0.483,0.483,0.0,0.0,0.483,0.0,0.0,7.83414988068655,16.872898027992516,5.248535617225034e-07
Algeria,1985,DZA,11917.971,99.316,3.824,58.665,36.827,0.684,0.684,0.0,0.0,0.684,0.0,0.0,7.876077898198056,16.90693898228076,5.248535617225034e-07
Algeria,1986,DZA,12199.825,99.75,3.71,60.71,35.33,0.25,0.25,0.0,0.0,0.25,0.0,0.0,7.9378061642111675,16.9398758592179,5.248535617225034e-07
Algeria,1987,DZA,12164.016,99.514,4.316,60.435,34.763,0.486,0.486,0.0,0.0,0.486,0.0,0.0,7.954401377193432,16.970107326697615,5.248535617225034e-07
Algeria,1988,DZA,12668.118,99.834,3.789,63.57,32.474,0.166,0.166,0.0,0.0,0.166,0.0,0.0,7.8046093795144325,16.99811593097531,5.248535617225034e-07
Algeria,1989,DZA,12000.606,99.789,3.293,61.504,34.992,0.211,0.211,0.0,0.0,0.211,0.0,0.0,7.718002754098318,17.024515465225992,5.248535617225034e-07
Algeria,1990,DZA,12412.387,99.881,2.433,61.946,35.501,0.119,0.119,0.0,0.0,0.119,0.0,0.0,7.802286272285402,17.049304945616626,5.248535617225034e-07
Algeria,1991,DZA,12009.251,99.739,2.534,61.752,35.453,0.261,0.261,0.0,0.0,0.261,0.0,0.0,7.473134154665567,17.073141295209723,5.248535617225034e-07
Algeria,1992,DZA,12025.711,99.827,2.935,62.134,34.758,0.173,0.173,0.0,0.0,0.173,0.0,0.0,7.497593389843039,17.097493342274394,5.248535617225034e-07
Algeria,1993,DZA,10924.772,99.671,2.569,59.928,37.175,0.329,0.329,0.0,0.0,0.329,0.0,0.0,7.5131916564199255,17.121554304235055,5.248535617225034e-07
Algeria,1994,DZA,10826.502,99.847,2.388,62.33,35.129,0.153,0.153,0.0,0.0,0.153,0.0,0.0,7.330761283572228,17.14367936420158,5.248535617225034e-07
Algeria,1995,DZA,10999.059,99.829,2.303,64.585,32.941,0.171,0.171,0.0,0.0,0.171,0.0,0.0,7.291622201178841,17.164366833317757,5.248535617225034e-07
Algeria,1996,DZA,10674.914,99.879,1.096,67.024,31.759,0.121,0.121,0.0,0.0,0.121,0.0,0.0,7.388843904700456,17.183943568701757,5.248535617225034e-07
Algeria,1997,DZA,10069.89,99.93,1.999,65.148,32.783,0.07,0.07,0.0,0.0,0.07,0.0,0.0,7.3961904176376265,17.202583659955913,5.248535617225034e-07
Algeria,1998,DZA,10259.799,99.806,2.067,65.091,32.649,0.194,0.194,0.0,0.0,0.194,0.0,0.0,7.380485250399287,17.218509615633057,5.248535617225034e-07
Algeria,1999,DZA,10219.563,99.819,2.192,65.867,31.759,0.181,0.181,0.0,0.0,0.181,0.0,0.0,7.375957550617177,17.23239469000942,5.248535617225034e-07
Algeria,2000,DZA,9705.77,99.95,1.881,63.685,34.385,0.05,0.05,0.0,0.0,0.05,0.0,0.0,7.4809533560864345,17.246391361934286,5.248535617225034e-07
Algeria,2001,DZA,9920.246,99.939,2.095,63.488,34.355,0.061,0.061,0.0,0.0,0.061,0.0,0.0,7.54818874312261,17.26012413429781,5.422712834085676e-07
Algeria,2002,DZA,10139.921,99.951,2.655,60.52,36.776,0.049,0.049,0.0,0.0,0.049,0.0,0.0,7.569652661310477,17.273428196378468,5.555765730495234e-07
Algeria,2003,DZA,10471.302,99.786,2.092,61.13,36.564,0.214,0.214,0.0,0.0,0.214,0.0,0.0,7.734023691663922,17.286724025229006,5.827366120138753e-07
Algeria,2004,DZA,10720.097,99.806,2.404,60.589,36.813,0.194,0.194,0.0,0.0,0.194,0.0,0.0,7.9437821336997665,17.300688545131212,6.077556812256131e-07
Algeria,2005,DZA,11062.527,99.592,1.887,61.053,36.653,0.408,0.408,0.0,0.0,0.408,0.0,0.0,8.081517434743603,17.31532210978386,6.445334237300038e-07
Algeria,2006,DZA,11278.437,99.847,2.705,60.261,36.881,0.153,0.153,0.0,0.0,0.153,0.0,0.0,8.205673558994878,17.330734595580953,6.662013131530019e-07
Algeria,2007,DZA,11689.005,99.85,2.203,58.51,39.136,0.15,0.15,0.0,0.0,0.15,0.0,0.0,8.335301149646476,17.347425510498365,6.917351317546169e-07
Algeria,2008,DZA,12165.264,99.824,2.079,57.624,40.121,0.176,0.176,0.0,0.0,0.176,0.0,0.0,8.552932101386133,17.365613832429286,7.341257207955271e-07
Algeria,2009,DZA,12647.346,99.8,1.259,58.404,40.137,0.2,0.2,0.0,0.0,0.2,0.0,0.0,8.35147748572016,17.384772795339664,6.883549433114384e-07
Algeria,2010,DZA,12130.888,99.892,0.821,57.698,41.373,0.108,0.108,0.0,0.0,0.103,0.005,0.0,8.499801189205984,17.40424346337319,8.049583763616271e-07
Algeria,2011,DZA,12586.623,99.779,0.689,57.7,41.391,0.221,0.221,0.0,0.0,0.211,0.01,0.0,8.68563914895384,17.423812321743632,8.79053123386607e-07
Algeria,2012,DZA,13485.37,99.789,0.669,58.853,40.267,0.211,0.211,0.0,0.0,0.198,0.014,0.0,8.705274167442479,17.443740479013993,9.647735936589045e-07
Algeria,2013,DZA,13978.626,99.939,0.342,59.822,39.775,0.061,0.061,0.0,0.0,0.047,0.014,0.0,8.696277371737523,17.463936048784486,9.915616245757873e-07
Algeria,2014,DZA,14937.212,99.89,0.356,61.635,37.899,0.11,0.11,0.0,0.0,0.084,0.026,0.0,8.715338881256443,17.484314669098488,1.0442542272198317e-06
Algeria,2015,DZA,15430.442,99.909,0.25,61.415,38.244,0.091,0.091,0.0,0.0,0.059,0.024,0.008,8.452348614527015,17.5048767436052,1.0964656117172977e-06
Algeria,2016,DZA,15103.688,99.863,0.092,62.561,37.21,0.137,0.137,0.0,0.0,0.029,0.1,0.008,8.3952493718701,17.52543387852218,1.1067131007304327e-06
Algeria,2017,DZA,14962.958,99.768,0.339,63.271,36.157,0.232,0.232,0.0,0.0,0.022,0.202,0.008,8.424128261211969,17.545754147613465,1.1571318592091364e-06
Algeria,2018,DZA,15753.915,99.729,0.869,64.837,34.023,0.271,0.271,0.0,0.0,0.043,0.224,0.004,8.42906484604799,17.56513170939398,1.1424538483136584e-06
Algeria,2019,DZA,16037.807,99.723,0.692,64.899,34.132,0.277,0.277,0.0,0.0,0.054,0.219,0.004,8.405022395440863,17.58353625651016,1.192760411245102e-06
Algeria,2020,DZA,14733.622,99.717,0.235,66.818,32.665,0.283,0.283,0.0,0.0,0.019,0.261,0.003,8.22805571431195,17.600655235682986,1.1400464247136038e-06
Algeria,2021,DZA,15808.997,99.762,0.439,68.059,31.265,0.238,0.238,0.0,0.0,0.003,0.231,0.004,8.333646179015842,17.616848944259598,1.211543650952265e-06
Algeria,2022,DZA,16145.355,99.772,0.296,68.568,30.908,0.228,0.228,0.0,0.0,0.005,0.217,0.005,8.509424855259663,17.63272473788902,1.2744800892060737e-06
Algeria,2023,DZA,16994.396,99.773,0.268,69.138,30.367,0.227,0.227,0.0,0.0,0.009,0.213,0.005,8.588859322892464,17.64771451403883,1.3218034894505394e-06
Algeria,2024,DZA,16237.208,99.758,0.229,66.508,33.022,0.242,0.242,0.0,0.0,0.016,0.22,0.005,8.657650263555121,17.661698137637494,1.3218034894505394e-06
Argentina,1965,ARG,14857.041,98.963,2.575,12.56,83.829,1.037,1.037,0.0,0.0,1.037,0.0,0.0,7.156828386391981,16.91165759709178,8.499501129870059e-07
Argentina,1966,ARG,15105.417,98.983,2.057,13.175,83.751,1.017,1.017,0.0,0.0,1.017,0.0,0.0,7.151548844352801,16.92697269419012,8.499501129870059e-07
Argentina,1967,ARG,15309.093,98.988,2.248,13.388,83.352,1.012,1.012,0.0,0.0,1.012,0.0,0.0,6.970668897833054,16.942227978960144,8.499501129870059e-07
Argentina,1968,ARG,15586.87,98.846,2.113,14.421,82.312,1.154,1.154,0.0,0.0,1.154,0.0,0.0,7.041371711902394,16.95752862116284,8.499501129870059e-07
Argentina,1969,ARG,15862.684,98.999,2.448,13.901,82.65,1.001,1.001,0.0,0.0,1.001,0.0,0.0,7.193358082011747,16.97288010246934,8.499501129870059e-07
Argentina,1970,ARG,14803.685,98.726,3.319,16.575,78.831,1.274,1.274,0.0,0.0,1.225,0.0,0.0,7.188199035638942,16.988479900852074,8.499501129870059e-07
Argentina,1971,ARG,15448.7,98.804,2.745,16.878,79.181,1.196,1.196,0.0,0.0,1.147,0.0,0.0,7.225124630594094,17.004222719299214,8.499501129870059e-07
Argentina,1972,ARG,15397.001,98.837,2.282,18.705,77.85,1.163,1.163,0.0,0.0,1.101,0.0,0.0,7.251610158825625,17.02005526111186,8.499501129870059e-07
Argentina,1973,ARG,15829.213,97.85,2.399,20.385,75.066,2.15,2.15,0.0,0.0,2.103,0.0,0.0,7.649170410338221,17.036222935337022,8.499501129870059e-07
Argentina,1974,ARG,16192.332,95.881,2.875,20.769,72.237,3.419,4.119,0.7,0.0,3.373,0.0,0.0,7.953661088747023,17.052670367378187,8.499501129870059e-07
Argentina,1975,ARG,15558.872,94.615,2.867,21.8,69.947,3.644,5.385,1.741,0.0,3.594,0.0,0.0,7.61465148731724,17.068751557684987,8.499501129870059e-07
Argentina,1976,ARG,16083.638,94.957,2.761,23.364,68.832,3.349,5.043,1.694,0.0,3.304,0.0,0.0,7.574519153614172,17.084403869723634,8.499501129870059e-07
Argentina,1977,ARG,16532.93,95.284,2.5,23.367,69.417,3.683,4.716,1.033,0.0,3.638,0.0,0.0,7.662697635959825,17.10024015115314,8.499501129870059e-07
Argentina,1978,ARG,16382.333,93.28,3.03,22.593,67.657,4.903,6.72,1.816,0.0,4.858,0.0,0.0,8.096533889207146,17.116228492149865,8.499501129870059e-07
Argentina,1979,ARG,17257.432,92.109,2.639,21.721,67.749,6.312,7.891,1.579,0.0,6.249,0.0,0.0,7.829223700959381,17.132196961305734,8.499501129870059e-07
Argentina,1980,ARG,16895.949,89.612,2.369,23.836,63.407,9.006,10.388,1.382,0.0,8.94,0.0,0.0,7.9188131280395515,17.148127447385182,8.499501129870059e-07
Argentina,1981,ARG,16121.083,89.281,2.316,25.695,61.27,9.004,10.719,1.715,0.0,8.944,0.0,0.0,7.92482864136484,17.164147808051677,8.499501129870059e-07
Argentina,1982,ARG,16261.636,88.349,2.284,28.504,57.562,10.539,11.651,1.112,0.0,10.462,0.0,0.0,7.977889943185379,17.180189622376542,8.499501129870059e-07
Argentina,1983,ARG,16701.146,87.462,1.986,29.373,56.102,10.597,12.538,1.941,0.0,10.498,0.0,0.0,8.171529481014618,17.19620899795966,8.499501129870059e-07
Argentina,1984,ARG,16488.402,85.986,1.471,31.193,53.322,11.376,14.014,2.639,0.0,11.302,0.0,0.0,8.272836696836295,17.212132186818785,8.499501129870059e-07
Argentina,1985,ARG,16023.402,84.698,2.199,32.3,50.199,11.979,15.302,3.323,0.0,11.901,0.0,0.0,7.9748009099265795,17.227859067386145,8.499501129870059e-07
Argentina,1986,ARG,16542.549,85.231,2.395,33.276,49.56,11.631,14.769,3.138,0.0,11.554,0.0,0.0,8.142378519944966,17.243412672885068,8.499501129870059e-07
Argentina,1987,ARG,17022.416,85.018,2.544,31.862,50.612,11.583,14.982,3.399,0.0,11.521,0.0,0.0,8.154300956454469,17.258863828114436,8.499501129870059e-07
Argentina,1988,ARG,17035.072,89.062,2.559,36.53,49.974,7.946,10.938,2.992,0.0,7.874,0.0,0.0,8.29247582959082,17.274362885729385,8.499501129870059e-07
Argentina,1989,ARG,16179.065,90.189,2.869,39.766,47.555,7.116,9.811,2.695,0.0,7.052,0.0,0.0,7.772995094385485,17.289676918134994,8.499501129870059e-07
Argentina,1990,ARG,15680.416,86.305,2.405,38.69,45.211,9.729,13.695,3.966,0.0,9.648,0.0,0.0,8.370162998977147,17.30459243533695,8.499501129870059e-07
Argentina,1991,ARG,15722.383,87.28,2.079,38.702,46.499,8.57,12.72,4.15,0.0,8.491,0.0,0.0,8.650019120526142,17.31897110343865,8.499501129870059e-07
Argentina,1992,ARG,16630.469,86.826,2.187,39.042,45.597,9.64,13.174,3.535,0.0,9.567,0.0,0.0,8.823354099495196,17.332815142229048,8.499501129870059e-07
Argentina,1993,ARG,16948.328,84.698,1.406,39.96,43.332,11.552,15.302,3.75,0.0,11.5,0.0,0.0,8.84402861634832,17.346351237564193,8.499501129870059e-07
Argentina,1994,ARG,17657.195,83.661,1.166,38.93,43.565,12.563,16.339,3.776,0.0,12.512,0.0,0.0,8.914434359696209,17.359752632801808,8.499501129870059e-07
Argentina,1995,ARG,17982.666,85.032,1.185,41.965,41.882,11.83,14.968,3.138,0.0,11.771,0.0,0.0,8.903628670804236,17.372855738169577,8.499501129870059e-07
Argentina,1996,ARG,18559.137,87.189,1.186,46.009,39.993,9.646,12.811,3.165,0.0,9.536,0.0,0.004,8.944318425489053,17.385430390766313,8.499501129870059e-07
Argentina,1997,ARG,18609.838,84.886,0.924,41.832,42.13,11.781,15.114,3.333,0.0,11.691,0.0,0.006,9.00550309428599,17.397576775064834,8.499501129870059e-07
Argentina,1998,ARG,19087.252,86.215,1.195,43.061,41.959,10.78,13.785,3.005,0.0,10.673,0.0,0.013,9.014325794868727,17.40933221292321,8.499501129870059e-07
Argentina,1999,ARG,19175.299,88.579,1.41,44.876,42.293,8.606,11.421,2.815,0.0,8.475,0.0,0.014,8.94982622205279,17.42086265882332,8.499501129870059e-07
Argentina,2000,ARG,18907.83,85.985,1.076,46.263,38.646,11.557,14.015,2.458,0.0,11.37,0.0,0.014,8.940894387787454,17.43219381900206,8.499501129870059e-07
Argentina,2001,ARG,18268.309,82.098,0.905,44.431,36.762,15.036,17.902,2.866,0.0,14.85,0.0,0.02,8.873816318845687,17.443172982010154,7.23725246327989e-07
Argentina,2002,ARG,17306.42,82.217,0.704,45.196,36.317,15.335,17.783,2.448,0.0,15.05,0.0,0.031,7.851934660411041,17.453867499509386,6.558099103073502e-07
Argentina,2003,ARG,18341.496,83.435,0.801,48.157,34.476,13.613,16.565,2.952,0.0,13.189,0.0,0.03,8.108166577714185,17.464198678024832,7.581152180992189e-07
Argentina,2004,ARG,19351.803,85.674,1.277,49.38,35.017,11.465,14.326,2.861,0.0,11.075,0.0,0.026,8.35303210595755,17.474339638535287,9.238486231183239e-07
Argentina,2005,ARG,20306.811,85.629,1.388,49.74,34.502,12.032,14.371,2.339,0.0,11.645,0.0,0.024,8.530831866438257,17.484614126924455,9.631088048202367e-07
Argentina,2006,ARG,21100.846,84.832,1.197,49.035,34.6,12.678,15.168,2.49,0.0,12.261,0.0,0.022,8.677676083900327,17.494896617063958,1.0017141996399235e-06
Argentina,2007,ARG,21717.828,87.741,1.663,49.472,36.606,10.024,12.259,2.235,0.0,9.617,0.0,0.019,8.879926322079374,17.504807674844972,1.1007895665561662e-06
Argentina,2008,ARG,21746.229,87.894,2.006,49.46,36.428,9.872,12.106,2.234,0.0,9.427,0.0,0.013,9.09886348548949,17.51493674920421,1.2081894040394542e-06
Argentina,2009,ARG,20858.123,86.267,1.137,49.463,35.667,11.193,13.733,2.539,0.0,10.743,0.0,0.011,9.005925936403806,17.525534483796392,1.1447857458743679e-06
Argentina,2010,ARG,21368.291,86.765,1.538,48.044,37.183,11.092,13.235,2.143,0.676,9.917,0.0,0.008,9.236119636161844,17.536098032221695,1.2255178795757917e-06
Argentina,2011,ARG,21743.648,87.749,1.621,48.62,37.508,10.412,12.251,1.839,0.962,8.961,0.0,0.008,9.449774382589684,17.546745494205094,1.3028796986486198e-06
Argentina,2012,ARG,22393.131,88.541,1.456,48.64,38.446,9.701,11.459,1.758,1.107,8.006,0.002,0.102,9.468907537204762,17.557022238446145,1.3941561295087243e-06
Argentina,2013,ARG,23705.771,88.284,1.489,45.871,40.924,10.134,11.716,1.582,1.186,8.353,0.004,0.116,9.469984793474316,17.566951791686463,1.3827296777685205e-06
Argentina,2014,ARG,23080.312,88.183,1.61,46.755,39.818,10.396,11.817,1.421,1.407,8.356,0.004,0.16,9.411987205924374,17.57726916883316,1.3657477499450884e-06
Argentina,2015,ARG,23230.514,87.95,1.575,46.457,39.918,10.275,12.05,1.775,1.507,8.152,0.004,0.15,9.523737159720946,17.587741746571023,1.426731637244121e-06
Argentina,2016,ARG,22909.24,88.332,1.219,48.201,38.913,9.586,11.668,2.081,1.603,7.474,0.004,0.138,9.449434158392219,17.597430914473648,1.4480540247688245e-06
Argentina,2017,ARG,22511.043,88.019,1.263,48.721,38.035,10.445,11.981,1.535,1.859,7.967,0.004,0.154,9.584212801415974,17.60624339743787,1.3985453467031271e-06
Argentina,2018,ARG,22081.709,87.432,1.399,49.683,36.351,10.824,12.568,1.744,1.795,8.191,0.027,0.359,9.371933205905238,17.6144728773704,1.361778098570101e-06
Argentina,2019,ARG,20582.338,86.311,0.883,50.621,34.806,11.417,13.689,2.272,1.954,7.402,0.215,1.345,9.206029746531835,17.621582050908145,1.233617004186192e-06
Argentina,2020,ARG,19117.844,85.285,1.167,51.208,32.91,11.833,14.715,2.881,1.124,6.812,0.387,2.708,9.052119070434081,17.62642882350515,1.263278208351532e-06
Argentina,2021,ARG,20925.641,86.394,1.491,48.752,36.151,10.947,13.606,2.658,1.106,5.136,0.576,3.382,9.28164013644549,17.62908746573343,1.3755659925092992e-06
Argentina,2022,ARG,22049.957,86.146,1.497,46.095,38.553,12.01,13.854,1.845,1.407,5.624,0.726,3.499,9.544180654694246,17.631195929938322,1.2599130723340782e-06
Argentina,2023,ARG,22053.076,83.705,1.336,45.137,37.232,14.1,16.295,2.195,1.283,7.714,0.803,3.546,9.565414281145078,17.634065539776,1.1381607738445618e-06
Argentina,2024,ARG,21513.967,82.583,1.021,46.791,34.771,14.803,17.417,2.614,1.501,7.422,0.992,4.044,9.544724596966148,17.63752377565878,1.1561152208603119e-06
Australia,1965,AUS,37487.363,94.748,47.607,0.007,47.134,5.252,5.252,0.0,0.0,5.034,0.0,0.0,7.736964029868832,16.24538262522041,9.13418935245062e-06
Australia,1966,AUS,38482.094,95.213,47.078,0.009,48.126,4.787,4.787,0.0,0.0,4.587,0.0,0.0,7.766515912171111,16.265864150789657,9.13418935245062e-06
Australia,1967,AUS,40057.07,95.329,45.632,0.008,49.689,4.671,4.671,0.0,0.0,4.479,0.0,0.0,7.856473321100398,16.284497492187747,9.13418935245062e-06
Australia,1968,AUS,41703.691,95.409,44.317,0.061,51.031,4.591,4.591,0.0,0.0,4.415,0.0,0.0,7.910033161635184,16.302910846050345,9.13418935245062e-06
Australia,1969,AUS,42569.598,95.2,44.02,0.792,50.388,4.8,4.8,0.0,0.0,4.631,0.0,0.0,8.00456022632632,16.322858018646453,9.13418935245062e-06
Australia,1970,AUS,45248.457,94.885,40.773,3.045,51.067,5.115,5.115,0.0,0.0,4.972,0.0,0.0,8.097578593998113,16.34915673571908,9.13418935245062e-06
Australia,1971,AUS,46069.531,94.506,38.974,4.328,51.203,5.494,5.494,0.0,0.0,5.357,0.0,0.0,8.156204090371595,16.380299210205727,9.13418935245062e-06
Australia,1972,AUS,47057.652,94.717,38.931,5.941,49.845,5.283,5.283,0.0,0.0,5.143,0.0,0.0,8.273392098458299,16.403639263533776,9.13418935245062e-06
Australia,1973,AUS,49513.555,94.726,37.921,7.055,49.749,5.274,5.274,0.0,0.0,5.116,0.0,0.0,8.461578473846956,16.419580105775363,9.13418935245062e-06
Australia,1974,AUS,51889.91,94.378,37.225,7.57,49.583,5.622,5.622,0.0,0.0,5.433,0.0,0.0,8.778699322510322,16.43432523777336,9.13418935245062e-06
Australia,1975,AUS,52101.863,94.054,37.79,7.996,48.267,5.946,5.946,0.0,0.0,5.734,0.0,0.0,8.855691457128824,16.446963475762452,9.13418935245062e-06
Australia,1976,AUS,53328.391,94.531,37.747,9.119,47.664,5.469,5.469,0.0,0.0,5.267,0.0,0.0,8.921453154141462,16.45789847785813,9.13418935245062e-06
Australia,1977,AUS,55336.371,95.027,37.546,9.926,47.555,4.973,4.973,0.0,0.0,4.802,0.0,0.0,8.959455582845745,16.468996929321445,9.13418935245062e-06
Australia,1978,AUS,56463.973,94.802,37.333,10.355,47.114,5.198,5.198,0.0,0.0,5.042,0.0,0.0,9.019207868152362,16.480448226599282,9.13418935245062e-06
Australia,1979,AUS,57888.379,95.126,37.622,11.491,46.013,4.874,4.874,0.0,0.0,4.718,0.0,0.0,9.13741008290259,16.49193213956366,9.13418935245062e-06
Australia,1980,AUS,57348.688,95.413,38.579,13.146,43.688,4.587,4.587,0.0,0.0,4.444,0.0,0.0,9.230529648524366,16.504805710867664,9.13418935245062e-06
Australia,1981,AUS,57380.762,95.349,38.951,14.024,42.374,4.651,4.651,0.0,0.0,4.504,0.0,0.0,9.380192890733673,16.520165401357836,9.13418935245062e-06
Australia,1982,AUS,55943.566,95.625,39.722,13.801,42.101,4.375,4.375,0.0,0.0,4.185,0.0,0.0,9.456557416793693,16.536308756955563,9.13418935245062e-06
Australia,1983,AUS,54594.887,95.827,40.096,15.139,40.592,4.173,4.173,0.0,0.0,4.012,0.0,0.0,9.35161552824819,16.55084143436567,9.13418935245062e-06
Australia,1984,AUS,55782.461,95.646,40.957,14.421,40.268,4.354,4.354,0.0,0.0,4.196,0.0,0.0,9.425813787941772,16.564101049911983,9.13418935245062e-06
Australia,1985,AUS,56599.555,95.508,41.19,14.987,39.331,4.492,4.492,0.0,0.0,4.333,0.0,0.0,9.343305772387897,16.577777063960088,9.13418935245062e-06
Australia,1986,AUS,56778.781,95.56,41.488,16.082,37.989,4.44,4.44,0.0,0.0,4.282,0.0,0.0,9.33879917738983,16.592438726174404,9.13418935245062e-06
Australia,1987,AUS,57439.359,95.799,42.068,15.977,37.754,4.201,4.201,0.0,0.0,4.044,0.0,0.0,9.36089828325936,16.608038295257824,9.13418935245062e-06
Australia,1988,AUS,59136.504,95.698,42.277,15.632,37.789,4.302,4.302,0.0,0.0,4.068,0.0,0.0,9.564564702703247,16.624554996389335,9.13418935245062e-06
Australia,1989,AUS,61040.621,95.899,42.251,16.247,37.401,4.101,4.101,0.0,0.0,3.855,0.0,0.0,9.786978818113926,16.641006374840217,9.13418935245062e-06
Australia,1990,AUS,61372.422,95.863,42.384,16.002,37.477,4.137,4.137,0.0,0.0,3.911,0.0,0.0,9.809690254508162,16.656122932149454,9.13418935245062e-06
Australia,1991,AUS,60158.559,95.606,43.538,15.447,36.621,4.394,4.394,0.0,0.0,4.177,0.001,0.0,9.84220891894013,16.669284027809358,9.13418935245062e-06
Australia,1992,AUS,60425.445,95.611,43.116,15.732,36.763,4.389,4.389,0.0,0.0,4.187,0.003,0.0,9.829643941594776,16.6805209171825,9.13418935245062e-06
Australia,1993,AUS,61188.895,95.593,42.432,15.95,37.211,4.407,4.407,0.0,0.0,4.209,0.004,0.001,9.777780931954743,16.690366453909093,9.13418935245062e-06
Australia,1994,AUS,62889.148,95.804,41.712,17.064,37.028,4.196,4.196,0.0,0.0,3.996,0.004,0.001,9.801642068164492,16.700165394249726,9.13418935245062e-06
Australia,1995,AUS,63790.004,95.998,42.049,16.798,37.152,4.002,4.002,0.0,0.0,3.771,0.005,0.002,9.922203844420002,16.711162572956162,9.13418935245062e-06
Australia,1996,AUS,64906.836,96.0,42.521,16.438,37.041,4.0,4.0,0.0,0.0,3.743,0.006,0.002,9.99697093846036,16.722699335979648,9.13418935245062e-06
Australia,1997,AUS,65782.062,96.086,43.6,15.754,36.732,3.914,3.914,0.0,0.0,3.649,0.007,0.002,10.068144352705415,16.733544228450196,9.13418935245062e-06
Australia,1998,AUS,66642.773,96.187,44.481,15.84,35.867,3.813,3.813,0.0,0.0,3.529,0.008,0.004,9.97155765751905,16.74412290140965,9.13418935245062e-06
Australia,1999,AUS,68606.656,96.214,45.386,15.586,35.242,3.786,3.786,0.0,0.0,3.494,0.009,0.009,9.935154434866885,16.755198003293987,9.13418935245062e-06
Australia,2000,AUS,68222.375,96.235,45.435,15.785,35.016,3.765,3.765,0.0,0.0,3.512,0.01,0.029,9.989267669338123,16.766895202161745,9.13418935245062e-06
Australia,2001,AUS,67924.57,96.345,44.626,16.892,34.827,3.655,3.655,0.0,0.0,3.394,0.011,0.06,9.885437858828604,16.778997700323853,9.300573215524702e-06
