country,year,iso_code,energy_per_capita,fossil_share_energy,coal_share_energy,gas_share_energy,oil_share_energy,renewables_share_energy,low_carbon_share_energy,nuclear_share_energy,biofuel_share_energy,hydro_share_energy,solar_share_energy,wind_share_energy,log_gdp_per_capita,log_population,log_ghg_per_capita
Canada,1975,CAN,98878.789,73.474,7.983,20.497,44.994,24.975,26.526,1.551,0.0,24.975,0.0,0.0,8.92740465421848,16.957458728339006,4.802240565220416e-06
Canada,1976,CAN,102191.992,72.797,9.027,19.751,44.02,25.151,27.203,2.052,0.0,25.058,0.0,0.0,9.086783309628949,16.97062579902318,4.802240565220416e-06
Canada,1977,CAN,106848.359,72.417,10.902,19.581,41.934,24.649,27.583,2.933,0.0,24.515,0.0,0.0,9.099233737601597,16.982262849154804,4.802240565220416e-06
Canada,1978,CAN,107771.375,70.722,8.804,19.413,42.506,25.866,29.278,3.412,0.0,25.727,0.0,0.0,9.121456818646331,16.99267607721405,4.802240565220416e-06
Canada,1979,CAN,109757.422,70.152,8.1,19.15,42.903,26.1,29.848,3.748,0.0,25.939,0.0,0.0,9.216690851099441,17.0033963128157,4.802240565220416e-06
Canada,1980,CAN,110529.18,69.698,9.679,18.672,41.346,26.337,30.302,3.965,0.0,26.184,0.0,0.0,9.323753813669104,17.015559626419375,4.802240565220416e-06
Canada,1981,CAN,108503.844,67.638,9.953,18.247,39.438,28.155,32.362,4.207,0.0,27.931,0.0,0.0,9.422833413897873,17.028164144797298,4.802240565220416e-06
Canada,1982,CAN,104002.258,67.682,10.844,19.922,36.916,28.168,32.318,4.15,0.0,27.907,0.0,0.0,9.434824617492932,17.039975096836944,4.802240565220416e-06
Canada,1983,CAN,102323.633,65.473,11.418,19.12,34.935,29.231,34.527,5.296,0.0,28.975,0.0,0.0,9.507005807928012,17.050754058608124,4.802240565220416e-06
Canada,1984,CAN,107757.188,65.072,11.959,19.955,33.158,29.58,34.928,5.348,0.0,29.31,0.0,0.0,9.539438063914025,17.060846447193487,4.802240565220416e-06
Canada,1985,CAN,110202.828,63.674,11.135,20.278,32.261,30.32,36.326,6.006,0.0,30.133,0.0,0.0,9.555666458085316,17.070811653914316,4.802240565220416e-06
Canada,1986,CAN,110065.461,62.24,10.226,19.337,32.676,30.752,37.76,7.008,0.0,30.546,0.0,0.0,9.579200080385732,17.081689193821305,4.802240565220416e-06
Canada,1987,CAN,112189.773,62.273,10.647,18.959,32.667,30.368,37.727,7.359,0.0,30.12,0.0,0.0,9.700178744897904,17.09419610329521,4.802240565220416e-06
Canada,1988,CAN,115005.148,64.041,10.98,20.038,33.023,28.379,35.959,7.58,0.0,28.123,0.0,0.0,9.847839980427416,17.10867311043706,4.802240565220416e-06
Canada,1989,CAN,114280.227,66.193,10.836,21.424,33.933,26.631,33.807,7.176,0.0,26.277,0.0,0.0,9.939235459712375,17.124811778755106,4.802240565220416e-06
Canada,1990,CAN,108263.711,64.928,10.695,21.606,32.627,28.252,35.072,6.821,0.0,27.833,0.0,0.0,9.973515239402811,17.14016474318105,4.802240565220416e-06
Canada,1991,CAN,107284.75,62.834,10.319,21.686,30.829,29.252,37.166,7.913,0.0,28.832,0.0,0.0,9.98759574752785,17.153310278571553,4.802240565220416e-06
Canada,1992,CAN,108832.422,63.426,10.237,22.386,30.804,29.262,36.574,7.312,0.0,28.797,0.0,0.005,9.945429908177282,17.16541513646683,4.802240565220416e-06
Canada,1993,CAN,110299.773,62.476,8.866,23.171,30.439,29.209,37.524,8.315,0.0,28.721,0.0,0.005,9.907763348753084,17.176947291401106,4.802240565220416e-06
Canada,1994,CAN,113257.586,62.101,9.055,23.103,29.944,28.705,37.899,9.193,0.0,28.146,0.0,0.005,9.8983745055378,17.18787376844304,4.802240565220416e-06
Canada,1995,CAN,114799.445,63.196,9.236,23.299,30.661,28.664,36.804,8.14,0.0,27.986,0.0,0.005,9.93161721614133,17.19851304523481,4.802240565220416e-06
Canada,1996,CAN,116707.008,62.855,9.18,23.075,30.6,29.629,37.145,7.516,0.0,28.932,0.0,0.005,9.961081166997369,17.208916330389545,4.802240565220416e-06
Canada,1997,CAN,116146.305,64.306,9.542,23.4,31.364,29.044,35.694,6.65,0.0,28.293,0.001,0.005,9.989253443369892,17.218673706240583,4.802240565220416e-06
Canada,1998,CAN,113457.875,66.07,10.341,23.322,32.408,28.09,33.93,5.84,0.037,27.216,0.001,0.005,9.947717090498681,17.227645571716174,4.802240565220416e-06
Canada,1999,CAN,116045.047,65.818,9.635,24.165,32.018,28.364,34.182,5.819,0.041,27.506,0.001,0.013,10.006574913073216,17.23649112228912,4.802240565220416e-06
Canada,2000,CAN,118073.234,65.852,9.925,24.932,30.995,28.536,34.148,5.612,0.043,27.693,0.001,0.02,10.090387436421146,17.24599994252615,4.802240565220416e-06
Canada,2001,CAN,114440.68,66.972,10.52,23.951,32.502,27.032,33.028,5.996,0.044,26.099,0.002,0.026,10.07221904831005,17.256362340774757,4.813926008633151e-06
Canada,2002,CAN,117118.461,66.997,10.241,24.125,32.631,27.335,33.003,5.668,0.043,26.394,0.002,0.031,10.090854313884027,17.266625468081873,4.662032083565926e-06
Canada,2003,CAN,116565.227,68.423,10.155,24.619,33.649,26.02,31.577,5.557,0.046,25.114,0.002,0.052,10.244607081441112,17.276121946591385,4.649693362429111e-06
Canada,2004,CAN,117266.117,67.733,9.445,23.708,34.58,25.7,32.267,6.567,0.046,24.757,0.001,0.069,10.372010408646334,17.28538230261716,4.383386455889198e-06
Canada,2005,CAN,117037.266,66.365,9.347,23.502,33.516,27.043,33.635,6.593,0.053,26.107,0.001,0.113,10.495799244844651,17.294906702123676,4.303919767252956e-06
Canada,2006,CAN,112017.961,65.572,9.366,24.17,32.035,27.208,34.428,7.22,0.056,26.191,0.002,0.184,10.603428550359865,17.30469204613904,4.021161957464707e-06
Canada,2007,CAN,118416.398,67.058,9.161,24.322,33.576,26.53,32.942,6.412,0.201,25.39,0.002,0.208,10.700697504617658,17.314805805977063,4.3647756750354586e-06
Canada,2008,CAN,115754.32,66.006,8.821,24.351,32.834,27.374,33.994,6.62,0.244,26.208,0.002,0.263,10.745690915448689,17.325533674471327,4.053321865903964e-06
Canada,2009,CAN,109988.438,65.577,7.67,24.57,33.337,27.993,34.423,6.43,0.245,26.498,0.008,0.477,10.612476978584665,17.336749844338268,3.708052192303097e-06
Canada,2010,CAN,109967.867,67.085,7.771,24.798,34.516,26.567,32.915,6.349,0.282,24.78,0.018,0.615,10.764183161271776,17.347644034042805,3.8126249316242117e-06
Canada,2011,CAN,112865.625,66.293,6.763,26.259,33.271,27.419,33.707,6.288,0.438,25.419,0.039,0.689,10.857038254298162,17.35807450694558,3.8083696899565444e-06
Canada,2012,CAN,111724.438,65.8,6.406,25.95,33.444,27.863,34.2,6.337,0.572,25.581,0.059,0.761,10.86582224628241,17.368640933633866,3.524945318573525e-06
Canada,2013,CAN,113459.016,65.57,6.09,26.831,32.649,27.745,34.43,6.685,0.546,25.498,0.098,0.725,10.865179370349631,17.379205600564696,3.473451273956908e-06
Canada,2014,CAN,112508.57,66.089,5.781,27.898,32.41,27.026,33.911,6.885,0.563,24.72,0.137,0.828,10.83319971778088,17.388817110400428,3.460712000144051e-06
Canada,2015,CAN,111824.5,65.785,5.428,27.939,32.418,27.733,34.215,6.481,0.527,24.502,0.186,1.729,10.675511122996445,17.397978499872504,3.389109984445444e-06
Canada,2016,CAN,109289.602,65.047,5.481,27.103,32.463,28.46,34.953,6.493,0.515,24.846,0.194,1.994,10.6462058349226,17.408795349312445,3.3207391385709037e-06
Canada,2017,CAN,109394.312,64.986,5.551,27.748,31.686,28.65,35.014,6.365,0.599,24.966,0.209,1.994,10.710135616499874,17.421237969178165,3.1291680592266604e-06
Canada,2018,CAN,109464.961,66.13,4.513,29.351,32.267,27.664,33.87,6.206,0.609,23.94,0.217,2.076,10.7420923282964,17.434368299015226,3.0293606267440933e-06
Canada,2019,CAN,107455.766,66.353,4.243,29.763,32.347,27.407,33.647,6.24,0.621,23.704,0.233,2.041,10.739699764696297,17.44736678027723,2.9502733451103406e-06
Canada,2020,CAN,100465.242,64.143,3.885,30.644,29.614,29.457,35.857,6.4,0.61,25.369,0.267,2.347,10.677649910963433,17.4576089433243,2.749404416491864e-06
Canada,2021,CAN,100431.133,64.911,3.461,31.287,30.163,29.113,35.089,5.975,0.646,24.843,0.332,2.423,10.8703409810428,17.464973591775536,2.7549753930486064e-06
Canada,2022,CAN,102122.555,65.036,2.748,31.8,30.489,29.497,34.964,5.467,0.781,25.099,0.362,2.491,10.940650794101021,17.47447730471964,2.6614282546089005e-06
Canada,2023,CAN,98930.125,66.492,2.697,32.514,31.281,27.858,33.508,5.65,0.883,23.048,0.537,2.588,10.920593221181617,17.486711005302954,2.660874827600078e-06
Canada,2024,CAN,97784.664,67.389,2.123,33.629,31.637,27.157,32.611,5.454,0.863,21.901,0.601,2.988,10.941208329493765,17.49792865741292,2.7587641777403785e-06
Chile,1965,CHL,8036.577,84.687,18.89,8.613,57.183,15.313,15.313,0.0,0.0,15.313,0.0,0.0,6.532518757484109,16.014167109535823,1.029439122130322e-06
Chile,1966,CHL,8459.801,84.95,18.142,8.386,58.422,15.05,15.05,0.0,0.0,15.05,0.0,0.0,6.673759794287647,16.03272086130149,1.029439122130322e-06
Chile,1967,CHL,8470.342,84.929,17.795,7.291,59.842,15.071,15.071,0.0,0.0,15.071,0.0,0.0,6.64022779524258,16.05076807067538,1.029439122130322e-06
Chile,1968,CHL,8288.14,87.34,17.842,6.248,63.249,12.66,12.66,0.0,0.0,12.66,0.0,0.0,6.642292760034491,16.068345376030024,1.029439122130322e-06
Chile,1969,CHL,8780.402,86.737,16.56,7.632,62.544,13.263,13.263,0.0,0.0,13.263,0.0,0.0,6.773750265813212,16.085597355637056,1.029439122130322e-06
Chile,1970,CHL,9115.404,86.553,16.771,7.218,62.564,13.447,13.447,0.0,0.0,13.447,0.0,0.0,6.847636463996027,16.102504741912067,1.029439122130322e-06
Chile,1971,CHL,9701.568,85.906,14.972,6.805,64.129,14.094,14.094,0.0,0.0,13.88,0.0,0.0,7.002992700926962,16.11906058525944,1.029439122130322e-06
Chile,1972,CHL,9724.688,83.562,12.163,6.09,65.31,16.438,16.438,0.0,0.0,16.256,0.0,0.0,7.078388701585515,16.13540772842803,1.029439122130322e-06
Chile,1973,CHL,9259.077,83.426,13.651,4.942,64.833,16.574,16.574,0.0,0.0,16.405,0.0,0.0,7.419381031082799,16.151562341428903,1.029439122130322e-06
Chile,1974,CHL,9130.912,81.198,12.933,5.146,63.119,18.802,18.802,0.0,0.0,18.651,0.0,0.0,7.364921161166566,16.167435188004358,1.029439122130322e-06
Chile,1975,CHL,8136.432,79.104,11.429,6.457,61.217,20.896,20.896,0.0,0.0,20.71,0.0,0.0,6.597223667103421,16.18308906861478,1.029439122130322e-06
Chile,1976,CHL,8319.07,79.142,11.11,6.789,61.242,20.858,20.858,0.0,0.0,20.602,0.0,0.0,6.879315852105375,16.198588318923,1.029439122130322e-06
Chile,1977,CHL,8575.549,78.944,11.427,6.676,60.841,21.056,21.056,0.0,0.0,20.788,0.0,0.0,7.168482250540726,16.21390388852946,1.029439122130322e-06
Chile,1978,CHL,8780.652,78.898,10.717,5.998,62.183,21.102,21.102,0.0,0.0,20.808,0.0,0.0,7.290608484594557,16.22897893800045,1.029439122130322e-06
Chile,1979,CHL,9133.952,79.476,11.228,6.722,61.527,20.524,20.524,0.0,0.0,20.237,0.0,0.0,7.582275828744416,16.243822517343354,1.029439122130322e-06
Chile,1980,CHL,9295.428,78.977,12.009,6.667,60.3,21.023,21.023,0.0,0.0,20.713,0.0,0.0,7.852382083219927,16.258596885207275,1.029439122130322e-06
Chile,1981,CHL,9211.898,78.342,11.924,6.531,59.886,21.658,21.658,0.0,0.0,21.334,0.0,0.0,8.0108099870175,16.27327474464386,1.029439122130322e-06
Chile,1982,CHL,8491.968,74.563,8.515,7.246,58.802,25.437,25.437,0.0,0.0,25.005,0.0,0.0,7.417152774824307,16.287851927563967,1.029439122130322e-06
Chile,1983,CHL,8692.883,73.393,9.831,7.531,56.032,26.607,26.607,0.0,0.0,25.974,0.0,0.0,7.447989691104885,16.302589762711413,1.029439122130322e-06
Chile,1984,CHL,8889.858,73.449,12.772,7.419,53.258,26.551,26.551,0.0,0.0,25.963,0.0,0.0,7.400761962662005,16.31757614750557,1.029439122130322e-06
Chile,1985,CHL,8866.306,70.937,12.643,7.329,50.966,29.063,29.063,0.0,0.0,28.498,0.0,0.0,7.277808326085898,16.332822198472375,1.029439122130322e-06
Chile,1986,CHL,9068.729,69.886,11.565,6.457,51.864,30.114,30.114,0.0,0.0,29.333,0.0,0.0,7.330393159058154,16.34832491918273,1.029439122130322e-06
Chile,1987,CHL,9369.182,68.969,11.361,5.972,51.636,31.031,31.031,0.0,0.0,30.31,0.0,0.0,7.4778426961716535,16.364181601205313,1.029439122130322e-06
Chile,1988,CHL,10286.396,72.684,14.157,7.504,51.024,27.316,27.316,0.0,0.0,26.538,0.0,0.0,7.608149482963903,16.380412298907547,1.029439122130322e-06
Chile,1989,CHL,11185.986,79.241,17.232,10.545,51.464,20.759,20.759,0.0,0.0,20.071,0.0,0.0,7.73142842688613,16.39686030616795,1.029439122130322e-06
Chile,1990,CHL,11585.846,81.919,19.668,10.726,51.525,18.081,18.081,0.0,0.0,16.127,0.0,0.0,7.819546033906151,16.413532998375004,1.029439122130322e-06
Chile,1991,CHL,12806.225,76.982,14.423,11.276,51.282,23.018,23.018,0.0,0.0,21.147,0.0,0.0,7.937144062030008,16.43016065390758,1.029439122130322e-06
Chile,1992,CHL,13986.36,72.813,11.261,11.389,50.163,27.187,27.187,0.0,0.0,24.336,0.0,0.0,8.117567023584716,16.44628561260444,1.029439122130322e-06
Chile,1993,CHL,14552.893,73.62,10.746,11.154,51.72,26.38,26.38,0.0,0.0,23.673,0.0,0.0,8.172426514695116,16.46184278976346,1.029439122130322e-06
Chile,1994,CHL,15051.558,75.149,12.06,10.237,52.852,24.851,24.851,0.0,0.0,22.222,0.0,0.0,8.297322899780362,16.476903089513282,1.029439122130322e-06
Chile,1995,CHL,15986.115,75.079,12.065,9.102,53.912,24.921,24.921,0.0,0.0,22.355,0.0,0.0,8.533555882650155,16.49154226091834,1.029439122130322e-06
Chile,1996,CHL,16685.551,78.45,15.761,8.721,53.968,21.55,21.55,0.0,0.0,19.312,0.0,0.0,8.581954043222542,16.505668713446205,1.029439122130322e-06
Chile,1997,CHL,18822.092,79.079,17.942,10.376,50.76,20.921,20.921,0.0,0.0,18.959,0.0,0.0,8.655733043324444,16.51904296920486,1.029439122130322e-06
Chile,1998,CHL,18606.586,82.804,16.821,14.278,51.704,17.196,17.196,0.0,0.0,15.894,0.0,0.0,8.598006250602213,16.532041561847105,1.029439122130322e-06
Chile,1999,CHL,19133.775,85.462,16.639,18.696,50.127,14.538,14.538,0.0,0.0,12.979,0.0,0.0,8.504021660804836,16.544621222406104,1.029439122130322e-06
Chile,2000,CHL,19827.115,81.144,12.296,23.082,45.767,18.856,18.856,0.0,0.0,17.442,0.0,0.0,8.527937342456555,16.556581587463697,1.029439122130322e-06
Chile,2001,CHL,19978.879,78.939,9.474,25.693,43.772,21.061,21.061,0.0,0.0,19.355,0.0,0.006,8.42608768585345,16.568139528064414,9.079422948501757e-07
Chile,2002,CHL,20229.775,78.166,9.335,25.33,43.501,21.834,21.834,0.0,0.0,20.07,0.0,0.006,8.396574510009076,16.579177284807695,9.042817645068065e-07
Chile,2003,CHL,20124.541,78.988,8.872,27.241,42.875,21.012,21.012,0.0,0.0,19.342,0.0,0.006,8.471027206692868,16.589641902250605,1.0340281835590043e-06
Chile,2004,CHL,21269.738,81.446,9.609,27.645,44.192,18.554,18.554,0.0,0.0,16.686,0.0,0.004,8.71958060594756,16.599735750605817,1.2343024901246882e-06
Chile,2005,CHL,21856.557,78.917,9.092,25.821,44.004,21.083,21.083,0.0,0.0,19.492,0.0,0.005,8.920167904032144,16.609660837616463,1.1101773608801608e-06
Chile,2006,CHL,22392.578,78.085,10.977,23.108,44.001,21.915,21.915,0.0,0.0,20.683,0.0,0.005,9.139884145320865,16.619425027759448,1.1847972500988048e-06
Chile,2007,CHL,22151.465,81.428,13.007,13.598,54.823,18.572,18.572,0.0,0.0,16.258,0.0,0.008,9.24449555343116,16.629212492316352,1.5973335803519439e-06
Chile,2008,CHL,21931.654,79.353,13.927,7.578,57.848,20.647,20.647,0.0,0.0,17.547,0.0,0.028,9.276526267020355,16.639204322498294,1.6046133515149724e-06
Chile,2009,CHL,20833.568,78.024,13.277,7.988,56.759,21.976,21.976,0.0,0.0,18.888,0.0,0.059,9.220273833484047,16.649293445682055,1.5473526513981306e-06
Chile,2010,CHL,21182.635,81.059,14.511,15.947,50.601,18.941,18.941,0.0,0.0,15.743,0.0,0.235,9.44413941259546,16.6593389507466,1.6890328184906704e-06
Chile,2011,CHL,22228.969,82.328,17.539,15.282,49.507,17.672,17.672,0.0,0.0,13.913,0.0,0.229,9.581106221985403,16.66920467302766,1.8655148570301637e-06
Chile,2012,CHL,22989.041,82.024,19.576,13.287,49.162,17.976,17.976,0.0,0.0,13.025,0.0,0.264,9.631872526953638,16.67880044571051,2.110269969951786e-06
Chile,2013,CHL,23393.469,81.976,21.419,12.962,47.595,18.024,18.024,0.0,0.0,12.422,0.004,0.34,9.660434057163346,16.688338146327514,2.272293196958205e-06
Chile,2014,CHL,22924.914,80.481,21.861,10.859,47.761,19.519,19.519,0.0,0.0,14.475,0.288,0.906,9.584020240162616,16.698306133374256,1.939077985167279e-06
Chile,2015,CHL,22952.104,79.0,20.771,11.781,46.447,21.0,21.0,0.0,0.0,14.604,0.841,1.307,9.505615358914266,16.70852194009616,2.039607119573889e-06
Chile,2016,CHL,23753.172,80.659,20.089,13.778,46.791,19.341,19.341,0.0,0.0,11.522,1.492,1.435,9.521559682816129,16.72061640081608,2.1420912619443436e-06
Chile,2017,CHL,24265.926,78.574,20.144,12.61,45.819,21.426,21.426,0.0,0.0,11.974,2.188,2.036,9.607837117709082,16.736455597949504,2.0723282173180624e-06
Chile,2018,CHL,24785.592,76.574,18.707,12.181,45.685,23.426,23.426,0.0,0.0,12.562,2.752,1.929,9.658898322104852,16.754309557038432,2.0351280326906387e-06
Chile,2019,CHL,24689.348,77.459,18.595,13.907,44.958,22.541,22.541,0.0,0.0,11.332,3.33,2.587,9.581679657390282,16.770301194424455,1.9971120353558475e-06
Chile,2020,CHL,22842.787,75.126,16.751,14.279,44.096,24.874,24.874,0.0,0.0,12.282,4.306,3.168,9.481577217694392,16.779265152150813,1.8848169561554443e-06
Chile,2021,CHL,24509.162,76.579,17.22,14.485,44.874,23.421,23.421,0.0,0.0,9.45,5.621,3.989,9.693252927325636,16.783680249502677,1.9052960900968034e-06
Chile,2022,CHL,25750.818,73.921,13.338,14.629,45.954,26.079,26.079,0.0,0.0,10.086,7.774,4.4,9.642555003277563,16.78863851816241,1.7357949325570212e-06
Chile,2023,CHL,25306.416,69.653,8.0,15.522,46.132,30.347,30.347,0.0,0.0,11.66,9.193,4.682,9.744965019684464,16.794035226238023,1.3464705016431023e-06
Chile,2024,CHL,26245.322,67.746,7.115,13.91,46.72,32.254,32.254,0.0,0.0,12.67,9.881,5.028,9.723817919896636,16.79940964470379,1.1991049607360715e-06
China,1965,CHN,2123.529,95.994,86.847,0.724,8.423,4.006,4.006,0.0,0.0,4.006,0.0,0.0,4.5905190601416805,20.399494567874626,8.3638574897662e-07
China,1966,CHN,2248.522,96.249,85.482,0.811,9.956,3.751,3.751,0.0,0.0,3.751,0.0,0.0,4.64938593925821,20.425401647567814,8.3638574897662e-07
China,1967,CHN,1972.427,96.405,84.492,0.983,10.93,3.595,3.595,0.0,0.0,3.595,0.0,0.0,4.574072150618966,20.450178047963558,8.3638574897662e-07
China,1968,CHN,1941.965,95.8,83.031,0.933,11.836,4.2,4.2,0.0,0.0,4.2,0.0,0.0,4.520511879929713,20.476099776847118,8.3638574897662e-07
China,1969,CHN,2300.328,96.491,82.379,1.073,13.039,3.509,3.509,0.0,0.0,3.509,0.0,0.0,4.610589648546619,20.502794089433507,8.3638574897662e-07
China,1970,CHN,2868.545,97.168,81.855,1.227,14.085,2.832,2.832,0.0,0.0,2.832,0.0,0.0,4.733200301612436,20.528842039369035,8.3638574897662e-07
China,1971,CHN,3317.408,97.11,79.605,1.349,16.157,2.89,2.89,0.0,0.0,2.89,0.0,0.0,4.782689011291623,20.55374577425718,8.3638574897662e-07
China,1972,CHN,3495.328,96.962,78.094,1.619,17.249,3.038,3.038,0.0,0.0,3.038,0.0,0.0,4.8891859754782905,20.576710287290346,8.3638574897662e-07
China,1973,CHN,3610.895,96.783,74.954,1.895,19.935,3.217,3.217,0.0,0.0,3.217,0.0,0.0,5.064026579737325,20.598356479519467,8.3638574897662e-07
China,1974,CHN,3650.71,96.47,71.923,2.314,22.233,3.53,3.53,0.0,0.0,3.53,0.0,0.0,5.0839484137648325,20.6182469651439,8.3638574897662e-07
China,1975,CHN,4017.437,96.702,72.379,2.429,21.894,3.298,3.298,0.0,0.0,3.298,0.0,0.0,5.191152457739886,20.635654368665286,8.3638574897662e-07
China,1976,CHN,4164.813,96.825,70.422,2.632,23.771,3.175,3.175,0.0,0.0,3.175,0.0,0.0,5.116415824142165,20.651095325318717,8.3638574897662e-07
China,1977,CHN,4477.949,96.961,71.037,2.897,23.027,3.039,3.039,0.0,0.0,3.039,0.0,0.0,5.229560059198651,20.66515602384615,8.3638574897662e-07
China,1978,CHN,4844.404,97.403,71.129,2.992,23.282,2.597,2.597,0.0,0.0,2.597,0.0,0.0,5.0604167291552065,20.678437312409702,8.3638574897662e-07
China,1979,CHN,4923.022,97.168,71.439,3.07,22.659,2.832,2.832,0.0,0.0,2.832,0.0,0.0,5.221609330413827,20.6920723609835,8.3638574897662e-07
China,1980,CHN,4910.205,96.643,73.468,2.986,20.189,3.357,3.357,0.0,0.0,3.357,0.0,0.0,5.276923595880352,20.706285986763586,8.3638574897662e-07
China,1981,CHN,4774.731,96.171,74.076,2.702,19.392,3.829,3.829,0.0,0.0,3.829,0.0,0.0,5.286581024794009,20.72098426113067,8.3638574897662e-07
China,1982,CHN,4910.15,95.836,75.044,2.422,18.369,4.164,4.164,0.0,0.0,4.164,0.0,0.0,5.316777173316286,20.7367624623563,8.3638574897662e-07
China,1983,CHN,5148.07,95.456,75.518,2.33,17.608,4.544,4.544,0.0,0.0,4.544,0.0,0.0,5.418773386865101,20.751916367610878,8.3638574897662e-07
China,1984,CHN,5446.325,95.747,76.518,2.21,17.019,4.253,4.253,0.0,0.0,4.253,0.0,0.0,5.523468037430914,20.766181248020402,8.3638574897662e-07
China,1985,CHN,5803.289,95.816,77.216,2.125,16.476,4.184,4.184,0.0,0.0,4.184,0.0,0.0,5.682105397639675,20.78135338051162,8.3638574897662e-07
China,1986,CHN,5982.088,95.914,77.039,2.158,16.717,4.086,4.086,0.0,0.0,4.086,0.0,0.0,5.63731267023766,20.797662073262313,8.3638574897662e-07
China,1987,CHN,6340.202,95.992,77.496,2.019,16.477,4.008,4.008,0.0,0.0,4.008,0.0,0.0,5.523272883017185,20.81513135434391,8.3638574897662e-07
China,1988,CHN,6695.496,95.928,77.492,1.93,16.507,4.072,4.072,0.0,0.0,4.072,0.0,0.0,5.640332832766279,20.83233915332164,8.3638574897662e-07
China,1989,CHN,6910.493,95.791,77.373,1.941,16.477,4.209,4.209,0.0,0.0,4.209,0.0,0.0,5.7308019830599255,20.84900906867521,8.3638574897662e-07
China,1990,CHN,6881.388,95.55,77.5,1.948,16.102,4.45,4.45,0.0,0.0,4.448,0.0,0.0,5.750741663771619,20.866138300977113,8.3638574897662e-07
China,1991,CHN,7121.363,95.832,77.369,1.877,16.586,4.168,4.168,0.0,0.0,4.165,0.0,0.0,5.797333791718103,20.880943275015813,8.3638574897662e-07
China,1992,CHN,7406.634,95.843,76.929,1.819,17.096,4.157,4.157,0.0,0.0,4.149,0.0,0.004,5.893673490482982,20.89264921868959,8.3638574897662e-07
China,1993,CHN,7899.078,95.47,76.035,1.792,17.643,4.483,4.53,0.047,0.0,4.473,0.0,0.006,5.924169174487696,20.9033419771784,8.3638574897662e-07
China,1994,CHN,8311.652,94.923,76.28,1.767,16.876,4.668,5.077,0.409,0.0,4.643,0.0,0.011,6.152569208357172,20.913061931321955,8.3638574897662e-07
China,1995,CHN,8484.854,94.415,74.988,1.733,17.695,5.239,5.585,0.346,0.0,5.131,0.0,0.017,6.406893376062744,20.92222642573659,8.3638574897662e-07
China,1996,CHN,8861.04,94.785,74.455,1.723,18.606,4.849,5.215,0.366,0.0,4.802,0.0,0.002,6.560429455009185,20.931047809055748,8.3638574897662e-07
China,1997,CHN,8847.622,94.577,72.471,1.809,20.297,5.057,5.423,0.366,0.0,4.974,0.0,0.005,6.660229191820333,20.93929579856995,8.3638574897662e-07
China,1998,CHN,8794.493,94.524,71.797,1.862,20.865,5.119,5.476,0.357,0.0,5.039,0.0,0.009,6.721600905591255,20.947086821950595,8.3638574897662e-07
China,1999,CHN,9035.296,94.742,71.359,1.909,21.474,4.893,5.258,0.366,0.0,4.811,0.0,0.012,6.776442296423504,20.95451770761218,8.3638574897662e-07
China,2000,CHN,9294.628,94.269,69.83,2.1,22.339,5.336,5.731,0.395,0.0,5.254,0.001,0.014,6.872029104375431,20.961952857028106,8.3638574897662e-07
China,2001,CHN,9751.951,93.36,69.53,2.226,21.604,6.251,6.64,0.389,0.0,6.17,0.001,0.016,6.9666634792766,20.969129333299186,8.832622278966858e-07
China,2002,CHN,10553.145,93.569,69.989,2.174,21.406,5.922,6.431,0.509,0.013,5.832,0.001,0.017,7.055064692735512,20.975476259815366,9.937464938493546e-07
China,2003,CHN,12219.811,94.25,71.565,2.168,20.517,5.001,5.75,0.749,0.03,4.903,0.001,0.017,7.1715003741283425,20.98140370430511,1.1671216330328484e-06
China,2004,CHN,14214.832,93.969,71.32,2.168,20.481,5.289,6.031,0.742,0.032,5.194,0.001,0.019,7.3296468229275895,20.987244386216332,1.3170712870986414e-06
China,2005,CHN,16050.938,94.08,73.52,2.242,18.319,5.239,5.92,0.681,0.04,5.093,0.001,0.025,7.478783724235107,20.993313649518253,1.4923573451849889e-06
China,2006,CHN,17486.639,94.095,73.656,2.516,17.923,5.267,5.905,0.638,0.053,5.073,0.001,0.043,7.658649479144163,20.999422231975455,1.7100347180163931e-06
China,2007,CHN,18893.74,93.932,73.804,2.847,17.28,5.407,6.068,0.662,0.053,5.17,0.001,0.058,7.908156655703877,21.00529208910737,1.943272903782224e-06
China,2008,CHN,19508.213,92.431,72.251,3.163,17.017,6.872,7.569,0.697,0.07,6.488,0.002,0.133,8.160583980308301,21.01131356328866,1.9576446333164097e-06
China,2009,CHN,20229.75,92.76,72.489,3.336,16.935,6.56,7.24,0.68,0.074,5.975,0.003,0.268,8.260115720080053,21.01781626837608,2.083560417073926e-06
China,2010,CHN,21497.809,92.132,70.336,3.765,18.031,7.195,7.868,0.673,0.068,6.406,0.006,0.445,8.430062306730159,21.024526400264165,2.3054714829449147e-06
China,2011,CHN,23037.326,92.579,70.97,4.332,17.277,6.697,7.421,0.724,0.07,5.713,0.022,0.615,8.637809311868086,21.030934785895916,2.6063398739124637e-06
China,2012,CHN,23821.602,91.152,69.083,4.648,17.421,8.068,8.848,0.781,0.079,6.851,0.029,0.818,8.753743637396491,21.037726751371093,2.6226510997940676e-06
China,2013,CHN,24548.492,90.679,68.027,5.105,17.547,8.474,9.321,0.847,0.105,6.91,0.064,1.05,8.863094247825302,21.044630226168657,2.8256431725025663e-06
